iter	RMSE
3216	7.493926876
3217	7.493786994
3218	7.493653107
3219	7.493523098
3220	7.493423651
3221	7.493253707
3222	7.493138771
3223	7.49300588
3224	7.492847335
3225	7.492731469
3226	7.492614706
3227	7.492500163
3228	7.49237992
3229	7.492224025
3230	7.492075823
3231	7.49196114
3232	7.491841824
3233	7.491715428
3234	7.491591941
3235	7.491467398
3236	7.491357868
3237	7.491244032
3238	7.491116294
3239	7.491009388
3240	7.49086828
3241	7.490768901
3242	7.490606789
3243	7.490492117
3244	7.490416425
3245	7.490337063
3246	7.490172182
3247	7.490062388
3248	7.489941803
3249	7.489822771
3250	7.489699774
3251	7.489548329
3252	7.489469671
3253	7.489313786
3254	7.489224281
3255	7.48909243
3256	7.488972098
3257	7.488877956
3258	7.488707047
3259	7.488581777
3260	7.488467035
3261	7.488328495
3262	7.488224357
3263	7.488125041
3264	7.48797519
3265	7.487852383
3266	7.487751283
3267	7.487635737
3268	7.487507178
3269	7.487388009
3270	7.487253178
3271	7.487110722
3272	7.486936242
3273	7.486821799
3274	7.486656233
3275	7.486527524
3276	7.486410251
3277	7.486273718
3278	7.486152196
3279	7.48601058
3280	7.485921302
3281	7.485789972
3282	7.485679181
3283	7.485549229
3284	7.485399248
3285	7.485266929
3286	7.485120107
3287	7.485025927
3288	7.484901429
3289	7.484766256
3290	7.484653393
3291	7.48455445
3292	7.484394916
3293	7.484238309
3294	7.484108392
3295	7.483977546
3296	7.483845412
3297	7.483682558
3298	7.483582775
3299	7.483458732
3300	7.48328422
3301	7.483130659
3302	7.483034528
3303	7.48292192
3304	7.482808186
3305	7.48269888
3306	7.482578742
3307	7.482433202
3308	7.482315277
3309	7.482184223
3310	7.482096429
3311	7.481955313
3312	7.481840752
3313	7.481750205
3314	7.481665255
3315	7.481547756
3316	7.481462682
3317	7.48137142
3318	7.481240457
3319	7.481091497
3320	7.480976437
3321	7.480889775
3322	7.480753553
3323	7.480607199
3324	7.48050965
3325	7.480401915
3326	7.480303318
3327	7.480173136
3328	7.480024111
3329	7.479887612
3330	7.479752986
3331	7.479631916
3332	7.479462075
3333	7.479335301
3334	7.479220865
3335	7.479117189
3336	7.478989009
3337	7.478831782
3338	7.478727801
3339	7.478594373
3340	7.478425995
3341	7.478307477
3342	7.478169261
3343	7.478023051
3344	7.477888642
3345	7.477771934
3346	7.477633727
3347	7.477489648
3348	7.477341839
3349	7.477189037
3350	7.477067354
3351	7.47696773
3352	7.476876778
3353	7.476764538
3354	7.476636501
3355	7.476491843
3356	7.476360326
3357	7.476220984
3358	7.476085532
3359	7.4760123
3360	7.475882722
3361	7.475812437
3362	7.475691846
3363	7.475542127
3364	7.475408676
3365	7.475255999
3366	7.475132944
3367	7.474995139
3368	7.474860237
3369	7.474675094
3370	7.474541135
3371	7.474449321
3372	7.474317127
3373	7.474245371
3374	7.474117
3375	7.473972113
3376	7.473866741
3377	7.473728959
3378	7.473614402
3379	7.473542775
3380	7.473371292
3381	7.473255631
3382	7.473104646
3383	7.472963895
3384	7.472857031
3385	7.472707177
3386	7.472573696
3387	7.472450601
3388	7.472330477
3389	7.472220038
3390	7.472084423
3391	7.471944419
3392	7.471848724
3393	7.47165564
3394	7.471506978
3395	7.471400106
3396	7.471240252
3397	7.471141149
3398	7.471011542
3399	7.470879015
3400	7.470760382
3401	7.47061519
3402	7.470497197
3403	7.470375837
3404	7.470311077
3405	7.470219864
3406	7.470085106
3407	7.470020226
3408	7.46986019
3409	7.46969959
3410	7.469563787
3411	7.469446297
3412	7.469330941
3413	7.46924072
3414	7.469123885
3415	7.469029453
3416	7.468916463
3417	7.468768583
3418	7.468647402
3419	7.468491716
3420	7.468366898
3421	7.468226645
3422	7.468085487
3423	7.467950927
3424	7.467834045
3425	7.467714665
3426	7.46760983
3427	7.467486499
3428	7.46736462
3429	7.467258393
3430	7.467104863
3431	7.466956744
3432	7.466831164
3433	7.466726928
3434	7.46658945
3435	7.466474847
3436	7.466340513
3437	7.466184977
3438	7.466078423
3439	7.465966966
3440	7.465833252
3441	7.465724091
3442	7.465589049
3443	7.465476189
3444	7.465325975
3445	7.465194819
3446	7.465082306
3447	7.464975373
3448	7.464845532
3449	7.464748087
3450	7.464612326
3451	7.464512945
3452	7.464414901
3453	7.464264151
3454	7.464152204
3455	7.463994894
3456	7.463864107
3457	7.463757703
3458	7.463592965
3459	7.463453176
3460	7.463326361
3461	7.463200494
3462	7.463084974
3463	7.462982336
3464	7.46283786
3465	7.462699973
3466	7.462554793
3467	7.462414652
3468	7.462278297
3469	7.462164797
3470	7.462023586
3471	7.461907022
3472	7.461808421
3473	7.461719791
3474	7.461604259
3475	7.461479566
3476	7.461396176
3477	7.461280051
3478	7.461173767
3479	7.46104661
3480	7.46093443
3481	7.460831321
3482	7.460738242
3483	7.460592052
3484	7.460476153
3485	7.460333702
3486	7.460232436
3487	7.460121209
3488	7.460013851
3489	7.459916525
3490	7.459808833
3491	7.459696893
3492	7.459602655
3493	7.459506755
3494	7.459371241
3495	7.459259561
3496	7.45911777
3497	7.459003
3498	7.458880136
3499	7.458764025
3500	7.458624575
3501	7.458516576
3502	7.458394181
3503	7.458233787
3504	7.458131264
3505	7.458038684
3506	7.45792491
3507	7.457804335
3508	7.457671567
3509	7.457541518
3510	7.45743
3511	7.457313449
3512	7.457209456
3513	7.457106208
3514	7.456997672
3515	7.456915193
3516	7.45683833
3517	7.456720354
3518	7.456597227
3519	7.456465753
3520	7.4563561
3521	7.456251854
3522	7.456123735
3523	7.456014527
3524	7.455873366
3525	7.455741338
3526	7.455602587
3527	7.455468422
3528	7.455379782
3529	7.455258725
3530	7.455145642
3531	7.455068716
3532	7.454947727
3533	7.454803951
3534	7.454666027
3535	7.454511431
3536	7.454391041
3537	7.454244304
3538	7.454116931
3539	7.454003399
3540	7.453880452
3541	7.453719702
3542	7.453612401
3543	7.453484729
3544	7.45335157
3545	7.453256893
3546	7.453123146
3547	7.452977653
3548	7.452886115
3549	7.452745281
3550	7.452629929
3551	7.452485166
3552	7.452377263
3553	7.452273472
3554	7.452193859
3555	7.452081367
3556	7.45196325
3557	7.451817514
3558	7.451687956
3559	7.451599805
3560	7.451482263
3561	7.451363445
3562	7.45122531
3563	7.451097446
3564	7.450978445
3565	7.450836964
3566	7.450702512
3567	7.450530601
3568	7.450422102
3569	7.4502952
3570	7.450165796
3571	7.450037584
3572	7.449886137
3573	7.449727729
3574	7.449581535
3575	7.449444144
3576	7.449302348
3577	7.449158379
3578	7.449002603
3579	7.448879825
3580	7.448760151
3581	7.448587064
3582	7.448437252
3583	7.448308666
3584	7.448199811
3585	7.448115277
3586	7.447970501
3587	7.44787248
3588	7.447752898
3589	7.447671057
3590	7.447578617
3591	7.447469316
3592	7.447369243
3593	7.447260748
3594	7.44712617
3595	7.446954076
3596	7.446837592
3597	7.446703063
3598	7.446565132
3599	7.446446383
3600	7.446317081
3601	7.446199211
3602	7.446071141
3603	7.445957037
3604	7.445848452
3605	7.445711324
3606	7.445578975
3607	7.445429493
3608	7.445261137
3609	7.445123862
3610	7.445016904
3611	7.444927722
3612	7.444824079
3613	7.444720086
3614	7.444586023
3615	7.444482734
3616	7.444366395
3617	7.444220126
3618	7.444065621
3619	7.443966433
3620	7.443870524
3621	7.443745
3622	7.443623028
3623	7.443464953
3624	7.443351202
3625	7.443219302
3626	7.443084588
3627	7.442943393
3628	7.442825603
3629	7.442714721
3630	7.442566736
3631	7.442471151
3632	7.442370318
3633	7.442256136
3634	7.44211243
3635	7.441988459
3636	7.44185658
3637	7.441743985
3638	7.441628314
3639	7.441503089
3640	7.441388893
3641	7.441247703
3642	7.441097334
3643	7.440979334
3644	7.44086119
3645	7.440765073
3646	7.44060719
3647	7.440475601
3648	7.440341204
3649	7.440197418
3650	7.440089903
3651	7.439999816
3652	7.439863196
3653	7.439713125
3654	7.43959771
3655	7.439470714
3656	7.439334538
3657	7.439222648
3658	7.439124402
3659	7.438996802
3660	7.438895846
3661	7.438775467
3662	7.438647972
3663	7.438544458
3664	7.438388345
3665	7.438301453
3666	7.438180436
3667	7.438074936
3668	7.437927051
3669	7.437791031
3670	7.437699972
3671	7.437567059
3672	7.437438228
3673	7.437305656
3674	7.437199103
3675	7.437086739
3676	7.436959397
3677	7.436810923
3678	7.436720002
3679	7.436576016
3680	7.436467663
3681	7.436363857
3682	7.436242437
3683	7.436172069
3684	7.436077497
3685	7.435927309
3686	7.435774701
3687	7.435654659
3688	7.435545533
3689	7.435440128
3690	7.435311313
3691	7.435188104
3692	7.435073515
3693	7.434962788
3694	7.434806583
3695	7.434680951
3696	7.43456882
3697	7.434443352
3698	7.434310065
3699	7.434197392
3700	7.434070289
3701	7.433916391
3702	7.433810806
3703	7.433661655
3704	7.433551795
3705	7.433391081
3706	7.433268071
3707	7.433142273
3708	7.433010433
3709	7.432852668
3710	7.432739438
3711	7.432592673
3712	7.432486579
3713	7.432370955
3714	7.432292652
3715	7.432146464
3716	7.431987539
3717	7.431853726
3718	7.431735483
3719	7.431619351
3720	7.431490672
3721	7.431354782
3722	7.431237521
3723	7.431130669
3724	7.431026026
3725	7.43091274
3726	7.430775673
3727	7.430656607
3728	7.430527447
3729	7.430358378
3730	7.430235973
3731	7.430119779
3732	7.429993485
3733	7.429887254
3734	7.429779963
3735	7.429659318
3736	7.42953698
3737	7.429416744
3738	7.429322088
3739	7.429204981
3740	7.429094258
3741	7.428959327
3742	7.428861764
3743	7.428738164
3744	7.428636171
3745	7.428511598
3746	7.428367542
3747	7.428266158
3748	7.4281263
3749	7.427975989
3750	7.427880962
3751	7.427805068
3752	7.427701245
3753	7.427594182
3754	7.427431436
3755	7.427301207
3756	7.427158459
3757	7.427057089
3758	7.426909745
3759	7.426811871
3760	7.426665803
3761	7.426551949
3762	7.426468931
3763	7.426342652
3764	7.426207896
3765	7.426079473
3766	7.425979869
3767	7.425865892
3768	7.425766978
3769	7.425625054
3770	7.425546972
3771	7.42546257
3772	7.425366417
3773	7.425250365
3774	7.425133805
3775	7.425002033
3776	7.42486742
3777	7.42475192
3778	7.424606191
3779	7.424473597
3780	7.424363893
3781	7.424224767
3782	7.424082024
3783	7.423927696
3784	7.423824858
3785	7.423671888
3786	7.423562263
3787	7.423451905
3788	7.423307452
3789	7.423171126
3790	7.423035239
3791	7.422909288
3792	7.42280322
3793	7.422676119
3794	7.422529283
3795	7.422388578
3796	7.422317569
3797	7.422194675
3798	7.422072688
3799	7.421932181
3800	7.42181603
3801	7.421704217
3802	7.421558724
3803	7.421434298
3804	7.421308864
3805	7.421186795
3806	7.421060505
3807	7.420935934
3808	7.420823776
3809	7.420705577
3810	7.420591817
3811	7.420483552
3812	7.420350116
3813	7.42019479
3814	7.42009564
3815	7.419957401
3816	7.419826233
3817	7.419683706
3818	7.419532998
3819	7.419385807
3820	7.419265053
3821	7.41913346
3822	7.418999919
3823	7.418846089
3824	7.418719042
3825	7.418607259
3826	7.41847772
3827	7.418342581
3828	7.418192103
3829	7.418022814
3830	7.417940109
3831	7.417800295
3832	7.417693936
3833	7.417571852
3834	7.417471853
3835	7.417375203
3836	7.417253506
3837	7.417130481
3838	7.417006798
3839	7.416908306
3840	7.416778659
3841	7.416661852
3842	7.416532851
3843	7.416387624
3844	7.416274597
3845	7.416138883
3846	7.416018951
3847	7.415879493
3848	7.415778834
3849	7.415646865
3850	7.415564092
3851	7.415412972
3852	7.415276472
3853	7.41513737
3854	7.4150227
3855	7.414898672
3856	7.41478588
3857	7.414622587
3858	7.414529429
3859	7.414424995
3860	7.414281745
3861	7.414163876
3862	7.414037542
3863	7.413902939
3864	7.413752408
3865	7.413664154
3866	7.413581323
3867	7.413434952
3868	7.413281983
3869	7.413175627
3870	7.41306743
3871	7.412907445
3872	7.412830512
3873	7.41272118
3874	7.412604917
3875	7.412522616
3876	7.412414797
3877	7.412307614
3878	7.412182142
3879	7.412071084
3880	7.411958608
3881	7.411867509
3882	7.411703063
3883	7.411602087
3884	7.411457959
3885	7.411338278
3886	7.411220468
3887	7.411082392
3888	7.410996353
3889	7.410869244
3890	7.410790023
3891	7.410653479
3892	7.410544925
3893	7.410406649
3894	7.41030473
3895	7.410144921
3896	7.410027817
3897	7.409919922
3898	7.409771382
3899	7.409659343
3900	7.409541079
3901	7.409403943
3902	7.409311872
3903	7.409198437
3904	7.409083581
3905	7.408960581
3906	7.408823119
3907	7.408681574
3908	7.408547385
3909	7.408455624
3910	7.408324758
3911	7.408189301
3912	7.4080623
3913	7.407923669
3914	7.407765316
3915	7.407644627
3916	7.407486195
3917	7.407379469
3918	7.407250906
3919	7.407140832
3920	7.406983513
3921	7.406851822
3922	7.406726791
3923	7.406618487
3924	7.406501385
3925	7.406397919
3926	7.406281248
3927	7.406165514
3928	7.406056996
3929	7.405924218
3930	7.405794096
3931	7.405666938
3932	7.405527615
3933	7.405412485
3934	7.405266859
3935	7.405158734
3936	7.405039614
3937	7.404922825
3938	7.404825227
3939	7.404764154
3940	7.404679345
3941	7.404549284
3942	7.404429904
3943	7.404334119
3944	7.404226625
3945	7.404091344
3946	7.403981724
3947	7.403873212
3948	7.403765068
3949	7.403643405
3950	7.403547213
3951	7.403430674
3952	7.403288909
3953	7.403144902
3954	7.403022514
3955	7.402886964
3956	7.402784737
3957	7.402696057
3958	7.402550519
3959	7.402426893
3960	7.402323512
3961	7.402170969
3962	7.402051502
3963	7.401917113
3964	7.401798578
3965	7.401677437
3966	7.401542184
3967	7.401442875
3968	7.401296503
3969	7.401188523
3970	7.401088067
3971	7.400979662
3972	7.400871926
3973	7.400738736
3974	7.400647102
3975	7.400525462
3976	7.400382302
3977	7.400255243
3978	7.400117156
3979	7.399958481
3980	7.399823578
3981	7.39972246
3982	7.399630847
3983	7.399539487
3984	7.399389169
3985	7.399246381
3986	7.399150864
3987	7.399064711
3988	7.398916907
3989	7.398786738
3990	7.39864306
3991	7.3984978
3992	7.398368032
3993	7.398272417
3994	7.398141361
3995	7.398032065
3996	7.397904662
3997	7.397761489
3998	7.397604013
3999	7.397470645
4000	7.397371828
4001	7.397221854
4002	7.397115528
4003	7.397035951
4004	7.396953785
4005	7.396887312
4006	7.396800696
4007	7.396671836
4008	7.396542313
4009	7.396430479
4010	7.396281908
4011	7.396168098
4012	7.396055111
4013	7.395935989
4014	7.395782935
4015	7.395687775
4016	7.395564231
4017	7.395459669
4018	7.3953542
4019	7.395247673
4020	7.395128603
4021	7.395018345
4022	7.394872374
4023	7.394749103
4024	7.394627539
4025	7.394520942
4026	7.394430613
4027	7.394318036
4028	7.394173716
4029	7.39407504
4030	7.393961284
4031	7.393823539
4032	7.393706269
4033	7.39354343
4034	7.393404939
4035	7.393276692
4036	7.393124968
4037	7.39303931
4038	7.39290276
4039	7.392772329
4040	7.392662442
4041	7.392535322
4042	7.39240504
4043	7.392277659
4044	7.392129633
4045	7.391991687
4046	7.391886653
4047	7.391759227
4048	7.391671566
4049	7.391583745
4050	7.391458123
4051	7.391345239
4052	7.391209923
4053	7.391093092
4054	7.390952265
4055	7.390817611
4056	7.390647112
4057	7.390503903
4058	7.390434769
4059	7.390299454
4060	7.390156343
4061	7.390040647
4062	7.389917026
4063	7.389792901
4064	7.389700589
4065	7.389575668
4066	7.389460279
4067	7.389349277
4068	7.389217718
4069	7.389110416
4070	7.389001591
4071	7.388868683
4072	7.388735192
4073	7.38861655
4074	7.388467617
4075	7.388314865
4076	7.388221293
4077	7.388042126
4078	7.387869081
4079	7.3877582
4080	7.387677658
4081	7.387556896
4082	7.3874457
4083	7.387320901
4084	7.387170632
4085	7.387055526
4086	7.386914032
4087	7.386803431
4088	7.386673089
4089	7.386570571
4090	7.386410239
4091	7.386290482
4092	7.386172266
4093	7.386049405
4094	7.385893491
4095	7.385789892
4096	7.385706067
4097	7.38558241
4098	7.385470994
4099	7.385373447
4100	7.385205838
4101	7.385060559
4102	7.384932165
4103	7.384826312
4104	7.384732628
4105	7.384603373
4106	7.384500262
4107	7.384385045
4108	7.384278824
4109	7.384164955
4110	7.384069483
4111	7.383942493
4112	7.383853789
4113	7.383738139
4114	7.383616104
4115	7.383492426
4116	7.383431004
4117	7.383312516
4118	7.383183215
4119	7.383041396
4120	7.382931178
4121	7.382766747
4122	7.382637884
4123	7.382482162
4124	7.382412091
4125	7.382249132
4126	7.382121902
4127	7.381979436
4128	7.381907096
4129	7.381762697
4130	7.381638288
4131	7.381545574
4132	7.38143854
4133	7.381317471
4134	7.381176874
4135	7.381053605
4136	7.380967157
4137	7.380822193
4138	7.380696582
4139	7.380573569
4140	7.380465396
4141	7.38033772
4142	7.380200885
4143	7.380100223
4144	7.379976666
4145	7.379857199
4146	7.379726214
4147	7.37960529
4148	7.379496138
4149	7.379362345
4150	7.379253042
4151	7.379140737
4152	7.379020237
4153	7.378893439
4154	7.378793987
4155	7.378705352
4156	7.37860504
4157	7.378454593
4158	7.378367836
4159	7.378202289
4160	7.378117807
4161	7.377973274
4162	7.377829396
4163	7.377715077
4164	7.377605953
4165	7.377465759
4166	7.377330655
4167	7.377201085
4168	7.377064931
4169	7.376925123
4170	7.376815167
4171	7.376706482
4172	7.376576517
4173	7.376449365
4174	7.376337619
4175	7.376210293
4176	7.376110168
4177	7.375955334
4178	7.375841119
4179	7.375680783
4180	7.375589966
4181	7.375464326
4182	7.375338271
4183	7.375188099
4184	7.375060017
4185	7.37496367
4186	7.374832594
4187	7.374760679
4188	7.37463945
4189	7.374503051
4190	7.374383296
4191	7.374281007
4192	7.374174509
4193	7.374052176
4194	7.373948739
4195	7.373850228
4196	7.373721719
4197	7.373592767
4198	7.37347608
4199	7.373330585
4200	7.373189194
4201	7.373055048
4202	7.372922223
4203	7.372821395
4204	7.372691512
4205	7.372576513
4206	7.372430945
4207	7.372321572
4208	7.372181664
4209	7.372073813
4210	7.371965827
4211	7.371841242
4212	7.371745166
4213	7.371622845
4214	7.371474322
4215	7.371359249
4216	7.371243529
4217	7.371091279
4218	7.370972445
4219	7.370876351
4220	7.37077568
4221	7.370650397
4222	7.37053179
4223	7.370403322
4224	7.370285281
4225	7.370180789
4226	7.370044206
4227	7.369904149
4228	7.369770842
4229	7.369661617
4230	7.369542094
4231	7.369411675
4232	7.369280994
4233	7.369141678
4234	7.369026058
4235	7.368936435
4236	7.368787888
4237	7.368657518
4238	7.36851076
4239	7.368405747
4240	7.368291242
4241	7.368130463
4242	7.368007888
4243	7.367913108
4244	7.367811051
4245	7.36769804
4246	7.36754405
4247	7.36742337
4248	7.367312257
4249	7.367176915
4250	7.367075941
4251	7.36696677
4252	7.366812481
4253	7.36669926
4254	7.366604009
4255	7.366474557
4256	7.366344883
4257	7.36623475
4258	7.366116104
4259	7.36599908
4260	7.365839238
4261	7.365751085
4262	7.36561369
4263	7.3655122
4264	7.3653763
4265	7.365258408
4266	7.365127471
4267	7.365001247
4268	7.364880772
4269	7.364749093
4270	7.364614506
4271	7.364496062
4272	7.364396873
4273	7.364251183
4274	7.36414984
4275	7.364051309
4276	7.363975842
4277	7.363860749
4278	7.363733845
4279	7.363599886
4280	7.36350594
4281	7.363372445
4282	7.363251735
4283	7.363157122
4284	7.363067934
4285	7.362937249
4286	7.362834044
4287	7.362707389
4288	7.36259609
4289	7.362509919
4290	7.362399015
4291	7.362279035
4292	7.362141707
4293	7.362020961
4294	7.361880519
4295	7.361749567
4296	7.361629434
4297	7.361501026
4298	7.361388651
4299	7.361261631
4300	7.361116689
4301	7.361001947
4302	7.360849183
4303	7.360723307
4304	7.36060059
4305	7.360496792
4306	7.360370728
4307	7.360228441
4308	7.360106967
4309	7.359985308
4310	7.359840522
4311	7.359688596
4312	7.359538267
4313	7.359390796
4314	7.359297902
4315	7.359212559
4316	7.359067254
4317	7.358963888
4318	7.358841038
4319	7.358721671
4320	7.358597107
4321	7.358481709
4322	7.358354844
4323	7.358197239
4324	7.358063864
4325	7.357959141
4326	7.357863033
4327	7.357735338
4328	7.35760854
4329	7.357491927
4330	7.357346664
4331	7.357220003
4332	7.357095761
4333	7.356958042
4334	7.356833049
4335	7.356698457
4336	7.356613896
4337	7.356500736
4338	7.35637156
4339	7.356209801
4340	7.356081296
4341	7.355965278
4342	7.355857132
4343	7.355729754
4344	7.355577139
4345	7.355469346
4346	7.355373099
4347	7.355268456
4348	7.355122525
4349	7.355028273
4350	7.35491657
4351	7.354745333
4352	7.354613509
4353	7.354484638
4354	7.35435913
4355	7.354240997
4356	7.354166873
4357	7.354020747
4358	7.353890615
4359	7.353750743
4360	7.353628206
4361	7.353488411
4362	7.353407677
4363	7.353291888
4364	7.353157074
4365	7.353049904
4366	7.352924045
4367	7.352800323
4368	7.352682652
4369	7.352571086
4370	7.352444374
4371	7.352300001
4372	7.352175042
4373	7.352032222
4374	7.351871806
4375	7.351747618
4376	7.351622143
4377	7.351534214
4378	7.351384418
4379	7.351238934
4380	7.351118463
4381	7.351035428
4382	7.350906369
4383	7.350805621
4384	7.350651655
4385	7.35055801
4386	7.350438121
4387	7.35032356
4388	7.350190897
4389	7.350095422
4390	7.349970433
4391	7.34980182
4392	7.349717069
4393	7.349628616
4394	7.349490663
4395	7.349373581
4396	7.349261778
4397	7.3491605
4398	7.349049402
4399	7.348933649
4400	7.34882055
4401	7.348684484
4402	7.348545079
4403	7.348442427
4404	7.348321214
4405	7.348166214
4406	7.348035726
4407	7.34792247
4408	7.347789253
4409	7.347665721
4410	7.347532839
4411	7.347424
4412	7.34731516
4413	7.347212588
4414	7.347073187
4415	7.346927802
4416	7.346821586
4417	7.346729148
4418	7.346575952
4419	7.346456223
4420	7.346304964
4421	7.346166996
4422	7.346067673
4423	7.345965053
4424	7.345848698
4425	7.345711194
4426	7.345516244
4427	7.345383291
4428	7.345250159
4429	7.345149497
4430	7.345008495
4431	7.34487108
4432	7.344735588
4433	7.344626465
4434	7.344483804
4435	7.344364865
4436	7.344254248
4437	7.344116562
4438	7.343966581
4439	7.343842973
4440	7.343727375
4441	7.343586225
4442	7.343439154
4443	7.343329214
4444	7.343176055
4445	7.343077334
4446	7.342998151
4447	7.342888261
4448	7.342769739
4449	7.342661425
4450	7.342504714
4451	7.342427696
4452	7.342332933
4453	7.342226381
4454	7.34209572
4455	7.341999776
4456	7.341857972
4457	7.341730832
4458	7.341626947
4459	7.341480932
4460	7.341386543
4461	7.341279525
4462	7.34113037
4463	7.341010576
4464	7.340915207
4465	7.340806666
4466	7.340737347
4467	7.340621354
4468	7.340514606
4469	7.340424979
4470	7.340265309
4471	7.340144015
4472	7.34003541
4473	7.339931481
4474	7.339796005
4475	7.339688188
4476	7.339546328
4477	7.339450625
4478	7.339332558
4479	7.339228255
4480	7.339103878
4481	7.338974119
4482	7.338896442
4483	7.338784955
4484	7.338715574
4485	7.338595966
4486	7.338486158
4487	7.338374145
4488	7.338247824
4489	7.338095719
4490	7.337934627
4491	7.33781433
4492	7.337708066
4493	7.337590255
4494	7.337475962
4495	7.337340516
4496	7.3372318
4497	7.337070452
4498	7.336976951
4499	7.336891385
4500	7.33676916
4501	7.336612216
4502	7.336451487
4503	7.336338301
4504	7.336191368
4505	7.336102622
4506	7.33596338
4507	7.33582616
4508	7.335741032
4509	7.335591826
4510	7.335479512
4511	7.335355376
4512	7.335258413
4513	7.335167264
4514	7.335072786
4515	7.334914574
4516	7.334778396
4517	7.334634839
4518	7.334556866
4519	7.334426604
4520	7.334305272
4521	7.334196079
4522	7.334077116
4523	7.333970634
4524	7.333845338
4525	7.333742898
4526	7.333598342
4527	7.333480751
4528	7.333347589
4529	7.333254937
4530	7.333138722
4531	7.333025313
4532	7.332925118
4533	7.332809651
4534	7.332700304
4535	7.33258066
4536	7.332462308
4537	7.332374526
4538	7.332250791
4539	7.332136139
4540	7.331994199
4541	7.331875579
4542	7.331716527
4543	7.331606042
4544	7.331476473
4545	7.331328735
4546	7.331236906
4547	7.33114452
4548	7.331032671
4549	7.330941738
4550	7.330833829
4551	7.330725154
4552	7.330618274
4553	7.330506457
4554	7.330369004
4555	7.330253679
4556	7.330137853
4557	7.330014866
4558	7.329863661
4559	7.32976338
4560	7.329682455
4561	7.329566957
4562	7.329459582
4563	7.329361747
4564	7.329251181
4565	7.329114267
4566	7.328979659
4567	7.328844708
4568	7.328708831
4569	7.328595365
4570	7.328484182
4571	7.328373963
4572	7.328253775
4573	7.328100365
4574	7.327975697
4575	7.327837471
4576	7.327691547
4577	7.327548788
4578	7.327457395
4579	7.327328931
4580	7.327198772
4581	7.327099708
4582	7.326945531
4583	7.326836594
4584	7.326674899
4585	7.326540474
4586	7.32645846
4587	7.326358689
4588	7.326275108
4589	7.326169513
4590	7.326047075
4591	7.325918678
4592	7.325777024
4593	7.325640463
4594	7.325515822
4595	7.325380618
4596	7.325293452
4597	7.325135099
4598	7.324974921
4599	7.324830963
4600	7.324713451
4601	7.324561861
4602	7.324464373
4603	7.324336698
4604	7.324191768
4605	7.324064593
4606	7.323939425
4607	7.323824695
4608	7.323698814
4609	7.323620561
4610	7.323517975
4611	7.323404445
4612	7.323261725
4613	7.323155059
4614	7.323052986
4615	7.322941734
4616	7.322844022
4617	7.322757926
4618	7.322632547
4619	7.322485473
4620	7.322332405
4621	7.322171788
4622	7.322075965
4623	7.321991483
4624	7.321878086
4625	7.32179221
4626	7.321727058
4627	7.321594934
4628	7.321483649
4629	7.32135455
4630	7.321200977
4631	7.321139849
4632	7.321003271
4633	7.320916157
4634	7.320784311
4635	7.320659311
4636	7.320516767
4637	7.320406986
4638	7.320318163
4639	7.320160823
4640	7.320024851
4641	7.31990548
4642	7.319775527
4643	7.319678928
4644	7.319521464
4645	7.319353011
4646	7.319253267
4647	7.319114516
4648	7.318977332
4649	7.318816467
4650	7.318738763
4651	7.318633954
4652	7.31848
4653	7.318347801
4654	7.318250864
4655	7.318135867
4656	7.318001458
4657	7.317890836
4658	7.31775261
4659	7.317611533
4660	7.317487391
4661	7.317410695
4662	7.317325914
4663	7.317221915
4664	7.317094583
4665	7.316989085
4666	7.316879425
4667	7.316775819
4668	7.316631545
4669	7.316507937
4670	7.316380131
4671	7.316247576
4672	7.316134363
4673	7.316020407
4674	7.315891365
4675	7.31575238
4676	7.315669863
4677	7.315561725
4678	7.315404024
4679	7.315283319
4680	7.31517458
4681	7.315081999
4682	7.314967526
4683	7.314859526
4684	7.314755018
4685	7.31462782
4686	7.314500529
4687	7.314409358
4688	7.31429258
4689	7.314143091
4690	7.314046189
4691	7.313921001
4692	7.313797402
4693	7.313633784
4694	7.313527201
4695	7.313412358
4696	7.313293803
4697	7.31314233
4698	7.31298028
4699	7.312874083
4700	7.312743732
4701	7.312610799
4702	7.312488915
4703	7.312388785
4704	7.312249679
4705	7.312086232
4706	7.311990187
4707	7.311846477
4708	7.311722243
4709	7.311576712
4710	7.311456348
4711	7.311346104
4712	7.311231719
4713	7.311107781
4714	7.311004793
4715	7.310874135
4716	7.310746695
4717	7.310635506
4718	7.310504261
4719	7.31036985
4720	7.310235956
4721	7.310113206
4722	7.310041581
4723	7.309944976
4724	7.309834382
4725	7.309710748
4726	7.309604522
4727	7.309489389
4728	7.309352392
4729	7.309244336
4730	7.309152325
4731	7.309027583
4732	7.308958658
4733	7.308808542
4734	7.308672002
4735	7.30853632
4736	7.30838243
4737	7.308230543
4738	7.308116758
4739	7.307992643
4740	7.307876016
4741	7.307781748
4742	7.307708513
4743	7.307584927
4744	7.30746398
4745	7.307319331
4746	7.307178315
4747	7.307059766
4748	7.306958296
4749	7.306861903
4750	7.306751955
4751	7.306643191
4752	7.306528614
4753	7.306403434
4754	7.306233517
4755	7.30612673
4756	7.3060051
4757	7.305895453
4758	7.30578158
4759	7.305641383
4760	7.305516566
4761	7.305370215
4762	7.305250657
4763	7.305154401
4764	7.305026713
4765	7.304869681
4766	7.304762812
4767	7.304612504
4768	7.304490944
4769	7.30436668
4770	7.304235657
